ReqID,Source,Target,Category,Description
REQ-089,PIM,Amazon Marketplace,Syndication,"Dato che l'integrazione PIM→Amazon Marketplace è configurata e operativa in ambiente PoC.
E dato un dataset Fashion con: 5 collezioni, 200 style, varianti taglia/colore, 6 mercati, 4 valute (EUR/USD/GBP/JPY).
Quando: Quando uno SKU è 'Amazon ready' e nel relativo assortment.
Allora: Allora sono eseguite chiamate create/update, il throttling è gestito, gli errori sono categorizzati e ASIN/listingId sono persistiti in PIM.
Criteri di accettazione: (1) Esito deterministico; (2) Idempotenza dimostrata con replay; (3) Audit/metriche disponibili; (4) Percorsi errore testabili (reject/retry/reprocess).
Intento originale: New: Support separate Amazon marketplaces (EU/US) with different rules"
REQ-090,PIM,Amazon Marketplace,Syndication,"Dato che l'integrazione PIM→Amazon Marketplace è configurata e operativa in ambiente PoC.
E dato un dataset Fashion con: 5 collezioni, 200 style, varianti taglia/colore, 6 mercati, 4 valute (EUR/USD/GBP/JPY).
Quando: Quando uno SKU è 'Amazon ready' e nel relativo assortment.
Allora: Allora sono eseguite chiamate create/update, il throttling è gestito, gli errori sono categorizzati e ASIN/listingId sono persistiti in PIM.
Criteri di accettazione: (1) Esito deterministico; (2) Idempotenza dimostrata con replay; (3) Audit/metriche disponibili; (4) Percorsi errore testabili (reject/retry/reprocess).
Intento originale: New: Publish primary/secondary images to Amazon based on DAM assets"
REQ-091,PIM,Magento B2B,Syndication,"Dato che l'integrazione PIM→Magento B2B è configurata e operativa in ambiente PoC.
E dato un dataset Fashion con: 5 collezioni, 200 style, varianti taglia/colore, 6 mercati, 4 valute (EUR/USD/GBP/JPY).
Quando: Quando gira il job di export Magento B2B.
Allora: Allora Magento riceve struttura prodotto + tier pricing + availability per store view e viene prodotto un report di riconciliazione (created/updated/failed).
Criteri di accettazione: (1) Esito deterministico; (2) Idempotenza dimostrata con replay; (3) Audit/metriche disponibili; (4) Percorsi errore testabili (reject/retry/reprocess).
Intento originale: New: Nightly Magento B2B catalog sync with configurable/simple structures"
REQ-092,PIM,Magento B2B,Syndication,"Dato che l'integrazione PIM→Magento B2B è configurata e operativa in ambiente PoC.
E dato un dataset Fashion con: 5 collezioni, 200 style, varianti taglia/colore, 6 mercati, 4 valute (EUR/USD/GBP/JPY).
Quando: Quando gira il job di export Magento B2B.
Allora: Allora Magento riceve struttura prodotto + tier pricing + availability per store view e viene prodotto un report di riconciliazione (created/updated/failed).
Criteri di accettazione: (1) Esito deterministico; (2) Idempotenza dimostrata con replay; (3) Audit/metriche disponibili; (4) Percorsi errore testabili (reject/retry/reprocess).
Intento originale: New: Sync Magento B2B tier pricing per customer group and validity"
REQ-093,PIM,Magento B2B,Syndication,"Dato che l'integrazione PIM→Magento B2B è configurata e operativa in ambiente PoC.
E dato un dataset Fashion con: 5 collezioni, 200 style, varianti taglia/colore, 6 mercati, 4 valute (EUR/USD/GBP/JPY).
Quando: Quando gira il job di export Magento B2B.
Allora: Allora Magento riceve struttura prodotto + tier pricing + availability per store view e viene prodotto un report di riconciliazione (created/updated/failed).
Criteri di accettazione: (1) Esito deterministico; (2) Idempotenza dimostrata con replay; (3) Audit/metriche disponibili; (4) Percorsi errore testabili (reject/retry/reprocess).
Intento originale: New: Sync Magento B2B availability with B2B allocation rules (MOQ, dedicated stock)"
REQ-094,PIM,Magento B2B,Syndication,"Dato che l'integrazione PIM→Magento B2B è configurata e operativa in ambiente PoC.
E dato un dataset Fashion con: 5 collezioni, 200 style, varianti taglia/colore, 6 mercati, 4 valute (EUR/USD/GBP/JPY).
Quando: Quando gira il job di export Magento B2B.
Allora: Allora Magento riceve struttura prodotto + tier pricing + availability per store view e viene prodotto un report di riconciliazione (created/updated/failed).
Criteri di accettazione: (1) Esito deterministico; (2) Idempotenza dimostrata con replay; (3) Audit/metriche disponibili; (4) Percorsi errore testabili (reject/retry/reprocess).
Intento originale: New: Sync Magento categories/taxonomies and multi-store views mapping"
REQ-095,PIM,Magento B2B,Syndication,"Dato che l'integrazione PIM→Magento B2B è configurata e operativa in ambiente PoC.
E dato un dataset Fashion con: 5 collezioni, 200 style, varianti taglia/colore, 6 mercati, 4 valute (EUR/USD/GBP/JPY).
Quando: Quando gira il job di export Magento B2B.
Allora: Allora Magento riceve struttura prodotto + tier pricing + availability per store view e viene prodotto un report di riconciliazione (created/updated/failed).
Criteri di accettazione: (1) Esito deterministico; (2) Idempotenza dimostrata con replay; (3) Audit/metriche disponibili; (4) Percorsi errore testabili (reject/retry/reprocess).
Intento originale: New: Sync Magento localizations per store view with fallback"
REQ-096,PIM,Magento B2B,Syndication,"Dato che l'integrazione PIM→Magento B2B è configurata e operativa in ambiente PoC.
E dato un dataset Fashion con: 5 collezioni, 200 style, varianti taglia/colore, 6 mercati, 4 valute (EUR/USD/GBP/JPY).
Quando: Quando gira il job di export Magento B2B.
Allora: Allora Magento riceve struttura prodotto + tier pricing + availability per store view e viene prodotto un report di riconciliazione (created/updated/failed).
Criteri di accettazione: (1) Esito deterministico; (2) Idempotenza dimostrata con replay; (3) Audit/metriche disponibili; (4) Percorsi errore testabili (reject/retry/reprocess).
Intento originale: Apply merchandising rules in Magento export where supported"
REQ-097,PIM,Marketplace Hub,Syndication,"Dato che l'integrazione PIM→Marketplace Hub è configurata e operativa in ambiente PoC.
E dato un dataset Fashion con: 5 collezioni, 200 style, varianti taglia/colore, 6 mercati, 4 valute (EUR/USD/GBP/JPY).
Quando: Quando viene attivato un export canale.
Allora: Allora solo SKU publishable vengono esportati e gli esiti sono riconciliati.
Criteri di accettazione: (1) Esito deterministico; (2) Idempotenza dimostrata con replay; (3) Audit/metriche disponibili; (4) Percorsi errore testabili (reject/retry/reprocess).
Intento originale: Optional: Publish to a Marketplace Hub for multi-channel orchestration"
REQ-098,PIM,Amazon Marketplace,Syndication,"Dato che l'integrazione PIM→Amazon Marketplace è configurata e operativa in ambiente PoC.
E dato un dataset Fashion con: 5 collezioni, 200 style, varianti taglia/colore, 6 mercati, 4 valute (EUR/USD/GBP/JPY).
Quando: Quando uno SKU è 'Amazon ready' e nel relativo assortment.
Allora: Allora sono eseguite chiamate create/update, il throttling è gestito, gli errori sono categorizzati e ASIN/listingId sono persistiti in PIM.
Criteri di accettazione: (1) Esito deterministico; (2) Idempotenza dimostrata con replay; (3) Audit/metriche disponibili; (4) Percorsi errore testabili (reject/retry/reprocess).
Intento originale: Persist Amazon ASIN/listing identifiers back into PIM for reconciliation"
REQ-099,PIM,Magento B2B,Syndication,"Dato che l'integrazione PIM→Magento B2B è configurata e operativa in ambiente PoC.
E dato un dataset Fashion con: 5 collezioni, 200 style, varianti taglia/colore, 6 mercati, 4 valute (EUR/USD/GBP/JPY).
Quando: Quando gira il job di export Magento B2B.
Allora: Allora Magento riceve struttura prodotto + tier pricing + availability per store view e viene prodotto un report di riconciliazione (created/updated/failed).
Criteri di accettazione: (1) Esito deterministico; (2) Idempotenza dimostrata con replay; (3) Audit/metriche disponibili; (4) Percorsi errore testabili (reject/retry/reprocess).
Intento originale: Support incremental delta updates in addition to full sync for Magento"
REQ-100,PIM,All Channels,Publishing Governance,"Dato che l'integrazione PIM→All Channels è configurata e operativa in ambiente PoC.
E dato un dataset Fashion con: 5 collezioni, 200 style, varianti taglia/colore, 6 mercati, 4 valute (EUR/USD/GBP/JPY).
Quando: Quando viene attivato un export canale.
Allora: Allora solo SKU publishable vengono esportati e gli esiti sono riconciliati.
Criteri di accettazione: (1) Esito deterministico; (2) Idempotenza dimostrata con replay; (3) Audit/metriche disponibili; (4) Percorsi errore testabili (reject/retry/reprocess).
Intento originale: Block exports if legal approvals/completeness/assets minima are not satisfied"
